
1624232257.395544,A25BQO3PXRZ3JJ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232261.154656,A25BQO3PXRZ3JJ,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232273.675913,A25BQO3PXRZ3JJ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235166.596164,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235167.209936,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235167.824581,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235168.537854,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235168.605926,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235170.898758,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235171.817676,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235171.853956,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235172.106491,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235172.741116,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235173.759817,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235174.277615,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235174.424046,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235175.367296,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235176.733598,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235178.266777,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235179.190091,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235180.41903,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235181.341372,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235183.800284,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235184.411898,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235185.153246,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235186.564093,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235187.176467,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235188.0982,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235189.019392,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235190.556914,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235191.16963,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235195.622697,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235195.643624,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235197.32039,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235197.32097,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235200.388846,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235200.388299,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235206.837106,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235208.064929,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235208.989111,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235235.678534,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235235.679681,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235275.85314,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235275.854307,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235294.082387,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235294.083342,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235300.839354,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235301.764147,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235302.988337,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235303.598416,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235304.522875,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235306.428201,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235306.444872,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235308.825035,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624235308.82618,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
