
1624224881.80857,A123R7AGMJMYT7,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A123R7AGMJMYT7'}
1624224898.097686,A123R7AGMJMYT7,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A123R7AGMJMYT7'}
1624224907.62415,A123R7AGMJMYT7,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A123R7AGMJMYT7'}
1624226315.516984,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6014285714285714,0.29714285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226316.001241,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7371428571428571,0.32857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226316.577128,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8457142857142858,0.3742857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226320.735759,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8571428571428571,0.44857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226321.768402,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.85,0.5328571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226323.656945,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.75,0.6314285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226324.168384,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4857142857142857,0.7128571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226326.041471,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.30857142857142855,0.7185714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226326.477224,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.22714285714285715,0.8157142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226327.945448,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.10857142857142857,0.55]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226328.512196,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.1757142857142857,0.32285714285714284]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 3}
1624226905.346902,A123R7AGMJMYT7,{'stage': 3, 'action': 'stage-complete', 'object': 'distance-traveled:932.6392481937547,8.020590700141177,0.0003809463330250416,0.00032624749196785615', 'worker-id': 'A123R7AGMJMYT7'}
1624226905.428866,A123R7AGMJMYT7,{'stage': 3, 'action': 'stage-complete', 'object': 'distance-traveled:932.672065008055,8.020590700141433,0.00038094633343494535,0.0003262474924762791', 'worker-id': 'A123R7AGMJMYT7'}
1624226905.883928,A123R7AGMJMYT7,{'stage': 3, 'action': 'stage-complete', 'object': 'distance-traveled:932.672065008055,8.020590700141433,0.00038094633343494535,0.0003262474924762791', 'worker-id': 'A123R7AGMJMYT7'}
1624227120.38232,A123R7AGMJMYT7,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624227123.449008,A123R7AGMJMYT7,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624227130.213724,A123R7AGMJMYT7,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624227145.574057,A123R7AGMJMYT7,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624227240.491647,A123R7AGMJMYT7,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A123R7AGMJMYT7'}
1624227242.64302,A123R7AGMJMYT7,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A123R7AGMJMYT7'}
