
1624155429.129571,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155435.072735,AVUI25K9PIY6Z,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AVUI25K9PIY6Z'}
1624155445.515364,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155462.720242,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624156795.94545,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5057142857142857,0.86]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156797.783234,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4614285714285714,0.9042857142857142]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156798.397584,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4471428571428571,0.9314285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156798.807083,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.43857142857142856,0.9671428571428572]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156803.617012,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156803.827785,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156804.033857,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156804.269322,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156804.473126,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156804.662741,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156804.867073,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156807.613689,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156807.672091,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156807.903789,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156811.302037,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5042857142857143,0.5014285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156811.369565,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49714285714285716,0.5071428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156812.531423,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156815.292857,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156817.445726,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6657142857142857,0.9471428571428572]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156818.373107,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156818.981804,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156822.665768,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7257142857142858,0.9957142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156829.72916,AVUI25K9PIY6Z,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156836.490038,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156837.415337,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6871428571428572,0.8442857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156840.791549,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156841.406723,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.87,0.9642857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156849.396222,AVUI25K9PIY6Z,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156853.589723,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156854.616137,AVUI25K9PIY6Z,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156862.605316,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156865.678113,AVUI25K9PIY6Z,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.48857142857142855,0.4928571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156868.44078,AVUI25K9PIY6Z,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4942857142857143,0.5371428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156874.587152,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5957142857142858,0.9871428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156874.8952,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5528571428571428,0.9885714285714285]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156875.816606,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156878.578118,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5914285714285714,0.9871428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156897.010878,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156900.080534,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.58,0.5957142857142858]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156906.223669,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5257142857142857,0.5657142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156909.29398,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156911.136799,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5757142857142857,0.7371428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156915.442653,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156924.041904,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156927.117225,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5828571428571429,0.7457142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156931.72497,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156935.717623,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5457142857142857,0.5828571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 0}
1624156940.32407,AVUI25K9PIY6Z,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'AVUI25K9PIY6Z'}
1624156940.324863,AVUI25K9PIY6Z,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'AVUI25K9PIY6Z'}
1624156940.500831,AVUI25K9PIY6Z,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'AVUI25K9PIY6Z'}
1624156940.687079,AVUI25K9PIY6Z,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'AVUI25K9PIY6Z'}
1624156940.93612,AVUI25K9PIY6Z,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'AVUI25K9PIY6Z'}
1624156944.317452,AVUI25K9PIY6Z,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'AVUI25K9PIY6Z'}
1624156945.551653,AVUI25K9PIY6Z,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'AVUI25K9PIY6Z'}
1624156955.211927,AVUI25K9PIY6Z,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'AVUI25K9PIY6Z'}
1624156980.87994,AVUI25K9PIY6Z,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'AVUI25K9PIY6Z'}
1624156998.716519,AVUI25K9PIY6Z,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'AVUI25K9PIY6Z'}
1624157011.498635,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157014.519594,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157026.64917,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157026.991138,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157028.12241,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7942857142857143,0.8471428571428572]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157031.356972,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7971428571428572,0.8542857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157037.334091,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157043.020723,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157070.041152,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157071.769935,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6185714285714285,0.29285714285714287]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157073.94484,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6185714285714285,0.29285714285714287]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157078.618596,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157116.179292,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157121.160175,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157122.478415,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157122.696212,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157122.773334,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157124.050474,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157127.160243,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.59,0.8971428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157129.669191,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5385714285714286,0.8828571428571429]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157132.670098,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.48,0.84]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157135.047602,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.45571428571428574,0.8157142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157135.540963,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3842857142857143,0.7871428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157138.977336,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.24,0.7928571428571428]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157139.477348,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.16857142857142857,0.7614285714285715]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157141.342745,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.16714285714285715,0.7114285714285714]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157143.179274,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.16285714285714287,0.6385714285714286]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157145.284907,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.18285714285714286,0.56]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157148.034897,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.24857142857142858,0.5357142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157149.745284,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.18857142857142858,0.4471428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157152.488483,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.09714285714285714,0.36]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157155.677397,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.14714285714285713,0.3457142857142857]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157167.183509,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157176.749534,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157180.806601,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8185714285714286,0.8671428571428571]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157192.866366,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157195.948319,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157197.899543,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157199.963598,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157248.381724,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157252.438899,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157287.952165,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157293.539567,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157305.077053,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157305.645803,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157306.843859,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157307.022174,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157308.96426,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157313.508605,AVUI25K9PIY6Z,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157313.933565,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157319.97202,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157320.035147,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157320.38756,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157320.400776,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157320.596881,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157320.598449,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157321.684814,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV4', 'worker-id': 'AVUI25K9PIY6Z'}
1624157322.051948,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV4', 'worker-id': 'AVUI25K9PIY6Z'}
1624157322.793039,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157323.032931,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157326.378614,AVUI25K9PIY6Z,{'stage': 3, 'action': 'reset map', 'worker-id': 'AVUI25K9PIY6Z'}
1624157326.521351,AVUI25K9PIY6Z,{'stage': 3, 'action': 'reset map', 'worker-id': 'AVUI25K9PIY6Z'}
1624157336.551709,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z'}
1624157338.6091,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z'}
1624157339.698298,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157340.556306,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV4', 'worker-id': 'AVUI25K9PIY6Z'}
1624157344.298858,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157344.308786,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157354.94609,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157357.822873,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157359.993792,AVUI25K9PIY6Z,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8271428571428572,0.8742857142857143]', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157363.801456,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157363.940595,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157364.138523,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157364.343466,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157364.598417,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157364.836673,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157365.059809,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157365.550618,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157365.686591,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157365.801617,AVUI25K9PIY6Z,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV2', 'worker-id': 'AVUI25K9PIY6Z'}
1624157368.198257,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157386.181444,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157386.697623,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157387.027245,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157387.25074,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157388.130144,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157388.294407,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157388.297047,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157396.838385,AVUI25K9PIY6Z,{'stage': 3, 'action': 'reset map', 'worker-id': 'AVUI25K9PIY6Z'}
1624157397.055709,AVUI25K9PIY6Z,{'stage': 3, 'action': 'reset map', 'worker-id': 'AVUI25K9PIY6Z'}
1624157406.094617,AVUI25K9PIY6Z,{'stage': 3, 'action': 'reset map', 'worker-id': 'AVUI25K9PIY6Z'}
1624157424.844662,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157430.623633,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157432.711782,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157436.16736,AVUI25K9PIY6Z,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157477.548927,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157478.567636,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157480.102325,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157480.700569,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157480.734147,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157480.779457,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
1624157480.977655,AVUI25K9PIY6Z,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': 'AVUI25K9PIY6Z', 'stage': 3}
