
1624729275.929602,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729333.41262,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730408.536751,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730408.966689,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730408.967508,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730409.062588,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730409.599593,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730423.711246,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730424.322909,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7885714285714286,0.87]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730425.861916,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730426.783709,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5871428571428572,0.8085714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730445.034059,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730445.908328,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.28285714285714286,0.9457142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730447.743753,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730449.525461,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV2', 'location': '[0.42142857142857143,0.8485714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730450.444154,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.4642857142857143,0.8228571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730462.317469,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730463.035631,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.24428571428571427,0.8557142857142858]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730467.955267,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730470.410186,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.2542857142857143,0.8328571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730474.095062,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730474.911278,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.42428571428571427,0.8014285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730477.472816,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730479.014559,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.12142857142857143,0.7914285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730479.782198,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730480.554586,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.2671428571428571,0.8285714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730483.621009,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730484.545051,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.09142857142857143,0.7671428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730487.812696,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730488.326811,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.05142857142857143,0.7514285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730493.140857,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730494.165917,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5014285714285714,0.6728571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730495.905708,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730496.53455,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6785714285714286,0.7014285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730515.369854,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV3', 'location': '[0.06571428571428571,0.7771428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730517.722049,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730518.536051,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5585714285714286,0.45]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730523.860946,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730524.785089,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6,0.6185714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730531.542487,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730532.156273,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5571428571428572,0.38]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730537.378853,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730537.998809,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.58,0.3028571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730544.757358,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730545.369864,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730547.837278,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730551.67509,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730552.739331,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.36428571428571427,0.6314285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730554.584323,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730554.993338,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.32,0.8842857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730555.816614,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.32,0.8857142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730559.601287,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730560.730444,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5142857142857142,0.8542857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730574.248957,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4614285714285714,0.7942857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730575.983465,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.44,0.7385714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730578.238529,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.41285714285714287,0.6985714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730581.003798,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730582.289307,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.2785714285714286,0.48714285714285716]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730595.447541,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730596.369814,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6885714285714286,0.5528571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730603.736142,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730604.247547,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.2557142857142857,0.47714285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730609.636718,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730610.190863,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.4328571428571429,0.3485714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730610.787306,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730611.109971,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.4828571428571429,0.46]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730611.903701,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730612.345116,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7828571428571428,0.5628571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730613.262123,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730613.370363,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.69,0.61]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730614.186866,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730614.435937,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6628571428571428,0.6485714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730616.338203,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730616.403316,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6885714285714286,0.6557142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730617.577793,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730618.178278,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3271428571428571,0.5714285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730619.251421,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730620.12785,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.2357142857142857,0.38571428571428573]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730620.94131,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730621.308348,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.3028571428571429,0.5514285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730624.325729,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730624.934949,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.71,0.53]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730628.317024,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730628.467474,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV4', 'location': '[0.20714285714285716,0.3171428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730629.35429,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730629.745648,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.47714285714285715,0.4714285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730630.468667,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.45285714285714285,0.7871428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730631.080439,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4714285714285714,0.8457142857142858]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730632.946516,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730633.064659,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7985714285714286,0.6914285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730635.688991,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730636.921566,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.8028571428571428,0.43714285714285717]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730649.282305,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730649.612349,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.2671428571428571,0.9342857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730650.438864,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.31,0.9814285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730650.841265,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV2', 'location': '[0.37,0.9514285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730656.583533,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730657.193655,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5885714285714285,0.4357142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730659.343411,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.5671428571428572,0.38857142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730661.802361,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.6128571428571429,0.4257142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730663.650359,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730663.852312,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.6185714285714285,0.4142857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730665.180022,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.8114285714285714,0.6557142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730667.335933,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730667.947127,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730668.116849,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8071428571428572,0.6142857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730669.921942,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730672.554886,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730672.651892,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730675.374025,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730675.935109,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.45285714285714285,0.6028571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730677.444311,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2985714285714286,0.46285714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730678.185703,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.45571428571428574,0.4614285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730679.997609,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730680.545229,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.2814285714285714,0.97]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730681.156345,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV2', 'location': '[0.54,0.91]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730682.079895,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.34714285714285714,0.8628571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730683.306197,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730683.712872,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.2985714285714286,0.47]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730685.461821,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.13,0.8042857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730685.65845,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV4', 'location': '[0.06142857142857143,0.8271428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730687.30011,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730688.224952,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730688.329283,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730689.24564,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730690.065282,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730690.146252,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.15857142857142856,0.9585714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730690.679759,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.09571428571428571,0.9014285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730690.986534,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.13714285714285715,0.8285714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730691.18172,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.18571428571428572,0.7428571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730691.372467,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.2257142857142857,0.7171428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730691.576008,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV2', 'location': '[0.35285714285714287,0.6771428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730691.754659,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730692.215597,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730692.828776,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5371428571428571,0.3914285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730694.063183,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV4', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730694.980777,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730698.980712,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730699.596264,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7885714285714286,0.7985714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730701.942605,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730702.659087,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730703.27897,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730704.816171,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730708.502084,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730709.731812,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6714285714285714,0.6242857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730717.250484,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730719.376421,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6514285714285715,0.6385714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730720.428735,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
1624730721.526453,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6114285714285714,0.6442857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 2}
