
1617243679.238299,AAH6HJWRC4JD2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AAH6HJWRC4JD2'}
1617243686.128776,AAH6HJWRC4JD2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AAH6HJWRC4JD2'}
1617243710.879408,AAH6HJWRC4JD2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AAH6HJWRC4JD2'}
1617244518.094923,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2785714285714286,0.48428571428571426]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244518.386115,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.41714285714285715,0.28]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244518.643089,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7585714285714286,0.30428571428571427]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244518.911916,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7642857142857142,0.42428571428571427]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244519.117142,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7714285714285715,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244519.430525,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.72,0.4342857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244526.985419,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8071428571428572,0.6942857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244527.379819,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.55,0.39571428571428574]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244527.388113,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7885714285714286,0.4757142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244527.787303,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5357142857142857,0.5957142857142858]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244528.204991,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244528.62212,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3057142857142857,0.63]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244528.93644,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.31857142857142856,0.64]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244529.14454,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5742857142857143,0.49714285714285716]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244529.351519,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6171428571428571,0.46]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244529.667034,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6057142857142858,0.43714285714285717]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244529.876571,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5242857142857142,0.63]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244530.18865,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.55,0.6814285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244530.289709,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.63,0.7414285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244530.606532,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7285714285714285,0.6514285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244530.921474,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6985714285714286,0.5057142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244531.233508,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5885714285714285,0.4514285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244531.547157,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244531.666317,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44571428571428573,0.37857142857142856]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244532.173976,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2785714285714286,0.5442857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244532.591632,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4642857142857143,0.5928571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244532.904248,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244533.114189,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5657142857142857,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244533.426885,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6128571428571429,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244568.627012,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244568.835595,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6557142857142857,0.7028571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244568.969096,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5242857142857142,0.6257142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244569.254564,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.47714285714285715,0.5657142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244569.462056,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5485714285714286,0.55]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244569.884835,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5914285714285714,0.5028571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244570.193622,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.5014285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244570.71597,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4157142857142857,0.44285714285714284]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244570.716902,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5057142857142857,0.37857142857142856]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244578.967824,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.76,0.67]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244579.28066,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6271428571428571,0.6228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244579.281846,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5542857142857143,0.55]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244579.446089,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5971428571428572,0.47285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244579.803385,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244580.699577,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.67,0.7342857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244581.056988,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5142857142857142,0.8442857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244581.369139,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.18428571428571427,0.8885714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244581.482439,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.16428571428571428,0.7385714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244581.788773,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.04,0.5185714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244582.101474,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2057142857142857,0.34]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244582.309956,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44571428571428573,0.3985714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244582.931127,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5671428571428572,0.5914285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244583.353663,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8585714285714285,0.7585714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244583.771541,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8957142857142857,0.6657142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244584.085873,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7771428571428571,0.51]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244584.370764,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6785714285714286,0.4114285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244584.81631,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6228571428571429,0.4257142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244584.907533,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5914285714285714,0.5228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244585.755661,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5157142857142857,0.5114285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244586.487074,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244587.00584,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8528571428571429,0.75]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244587.155501,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8414285714285714,0.6185714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244587.426979,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7542857142857143,0.4642857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244587.740726,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5657142857142857,0.38571428571428573]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244588.054238,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.36428571428571427,0.39571428571428574]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244588.367936,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4714285714285714,0.5014285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244588.993707,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5071428571428571,0.5057142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244589.933572,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6957142857142857,0.7628571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244590.247595,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.48857142857142855,0.8328571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244590.456219,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.24142857142857144,0.8414285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244590.700237,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.10285714285714286,0.6]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244591.083155,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.23714285714285716,0.5357142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244591.292799,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.26571428571428574,0.5242857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244671.50985,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244671.927622,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8457142857142858,0.5714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244671.928871,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7285714285714285,0.3342857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244672.240113,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.44571428571428573,0.22285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244672.867116,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244674.120863,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244674.785109,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8628571428571429,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244675.166787,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7085714285714285,0.43857142857142856]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244675.478704,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.54,0.23285714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244675.575825,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.13,0.2714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244675.896694,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.35285714285714287,0.5485714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244676.209421,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5914285714285714,0.5185714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244676.942243,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8714285714285714,0.5742857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244677.567881,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.85,0.5542857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244677.880568,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8185714285714286,0.42142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244678.089156,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6857142857142857,0.27]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244678.406447,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.51,0.2742857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244679.551764,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244679.866014,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.87,0.5757142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244680.178616,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7157142857142857,0.7671428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244680.387724,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.26142857142857145,0.8585714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244680.701797,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2742857142857143,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244681.020698,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.28285714285714286,0.34285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244684.878853,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8442857142857143,0.8014285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244685.016877,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.91,0.4514285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244685.297114,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7414285714285714,0.36142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244685.505527,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7414285714285714,0.36142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244685.923507,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7414285714285714,0.36142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244686.445858,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5785714285714286,0.6185714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244686.655978,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7457142857142857,0.46714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244687.073035,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.18428571428571427,0.84]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244687.249263,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.25857142857142856,0.5585714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244687.502668,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.2885714285714286,0.3914285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244689.265569,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.82,0.6342857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244689.474535,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8142857142857143,0.40714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244689.893996,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6342857142857142,0.2842857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244689.911761,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3485714285714286,0.22714285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244690.310727,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3057142857142857,0.28285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244690.423523,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2757142857142857,0.6228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244690.728635,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6742857142857143,0.81]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244690.937347,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.54,0.7942857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244691.462919,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.17714285714285713,0.5671428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244691.467598,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.21428571428571427,0.31857142857142856]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244691.767507,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.2671428571428571,0.32142857142857145]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244691.881946,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.2671428571428571,0.32142857142857145]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244729.165755,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244729.425477,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7842857142857143,0.6385714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244729.489385,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6314285714285715,0.4857142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244729.792165,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.47714285714285715,0.2785714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244730.315577,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.42,0.2885714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244731.359284,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244731.672391,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3,0.81]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244732.09126,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.16,0.43]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244732.142749,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.13857142857142857,0.25]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244748.593214,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244748.907816,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.34285714285714286,0.31285714285714283]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244748.909379,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8414285714285714,0.4857142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244749.429368,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.40714285714285714,0.43857142857142856]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244749.449025,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.40714285714285714,0.44142857142857145]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244768.125292,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7157142857142857,0.6914285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244768.229783,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8028571428571428,0.57]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244768.247799,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6385714285714286,0.44571428571428573]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
