
1616514482.118513,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616514484.415877,A2OVET58SDVSB2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2OVET58SDVSB2'}
1616514489.01559,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616516599.112437,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.19857142857142857,0.6952381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516600.194305,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.12428571428571429,0.7138095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516601.423393,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.12428571428571429,0.7152381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516602.664374,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.09285714285714286,0.7238095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516604.501153,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.09285714285714286,0.7238095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516605.677226,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.09285714285714286,0.7238095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516612.165158,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.18428571428571427,0.770952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516622.088574,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516632.581052,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7071428571428572,0.7595238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516640.393003,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.8928571428571429,0.8923809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516648.884023,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6928571428571428,0.7593650817871094]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516651.300805,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6914285714285714,0.7593650817871094]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516652.586084,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6914285714285714,0.7593650817871094]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516653.904588,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7042857142857143,0.7679365103585379]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516656.242692,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.7793650817871094]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516656.765046,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.7793650817871094]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516658.227562,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.7793650817871094]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516662.5122,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6914285714285714,0.7665079389299665]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516662.930459,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6914285714285714,0.7693650817871094]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516693.129269,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.33714285714285713,0.06]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516693.578714,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.33714285714285713,0.06]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516696.27293,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516697.609456,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8271428571428572,0.64]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516697.610137,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8057142857142857,0.6142857142857143]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516698.043636,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8085714285714286,0.58]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516698.439543,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8357142857142857,0.5257142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516698.517418,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8871428571428571,0.4257142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516698.98564,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9028571428571428,0.3657142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516699.349656,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9028571428571428,0.3657142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516699.374311,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9028571428571428,0.3657142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516699.486588,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9028571428571428,0.3657142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516700.243818,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.05857142857142857,0.2714285714285714]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516701.516656,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8471428571428572,0.37857142857142856]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516701.598835,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8971428571428571,0.33285714285714285]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516702.412832,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9142857142857143,0.3757142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516702.535372,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9142857142857143,0.3757142857142857]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516734.321702,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.71,0.11428571428571428]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516734.710135,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5314285714285715,0.31285714285714283]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516735.605568,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516794.578374,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV4', 'worker-id': 'A2OVET58SDVSB2'}
1616516794.591138,A2OVET58SDVSB2,{'stage': 3, 'action': 'collectCache button pressed', 'vehicle': 'UGV4', 'worker-id': 'A2OVET58SDVSB2'}
1616516802.085536,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516802.909955,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7885714285714286,0.5980952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516831.858706,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516833.881365,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516836.707902,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516838.131686,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516839.646098,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516841.63988,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516842.988127,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516843.500043,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516844.25015,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516844.749263,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516845.575779,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.6757142857142857,0.6795238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516846.974119,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7071428571428572,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516847.702675,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516848.894629,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516849.893679,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516850.911718,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516853.489305,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516854.864526,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516855.636064,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.71,0.6838095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516857.232037,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516857.273563,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5771428571428572,0.670952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516857.590398,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5771428571428572,0.670952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516857.63104,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5771428571428572,0.670952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616516898.046636,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616615417.087276,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616615419.593721,A2OVET58SDVSB2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2OVET58SDVSB2'}
1616615421.578372,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616615429.578841,A2OVET58SDVSB2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2OVET58SDVSB2'}
1616615438.084224,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616615442.992019,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': 'A2OVET58SDVSB2'}
1616615445.918172,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing tutorial panel 2', 'worker-id': 'A2OVET58SDVSB2'}
1616615445.918921,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button tutorial 1', 'worker-id': 'A2OVET58SDVSB2'}
1616615448.056798,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button tutorial 2', 'worker-id': 'A2OVET58SDVSB2'}
1616615448.083923,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615448.085411,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing tutorial panel 3', 'worker-id': 'A2OVET58SDVSB2'}
1616615449.361881,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button tutorial 3', 'worker-id': 'A2OVET58SDVSB2'}
1616615449.362938,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': 'A2OVET58SDVSB2'}
1616615451.137861,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615451.139275,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button introduction', 'worker-id': 'A2OVET58SDVSB2'}
1616615453.331973,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button information', 'worker-id': 'A2OVET58SDVSB2'}
1616615453.3363,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615483.83066,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615493.75714,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615494.598411,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A2OVET58SDVSB2'}
1616615494.59951,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615495.388875,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615495.506348,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A2OVET58SDVSB2'}
1616615496.158585,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2OVET58SDVSB2'}
1616615496.972273,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A2OVET58SDVSB2'}
1616615497.409482,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2OVET58SDVSB2'}
1616615498.140697,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615499.289168,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615499.9167,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A2OVET58SDVSB2'}
1616615500.547998,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615500.963564,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615501.378263,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615502.033643,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A2OVET58SDVSB2'}
1616615502.631885,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A2OVET58SDVSB2'}
1616615503.155335,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A2OVET58SDVSB2'}
1616615504.094224,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615504.095179,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615534.594001,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615535.116671,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615535.429213,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615535.560414,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615535.905924,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615536.787228,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615537.205041,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615538.144693,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615538.165906,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615538.980572,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615538.982086,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A2OVET58SDVSB2'}
1616615539.386239,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A2OVET58SDVSB2'}
1616615539.921406,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A2OVET58SDVSB2'}
1616615540.33934,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2OVET58SDVSB2'}
1616615540.861355,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A2OVET58SDVSB2'}
1616615541.59922,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615542.009795,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A2OVET58SDVSB2'}
1616615542.741065,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A2OVET58SDVSB2'}
1616615543.680614,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2OVET58SDVSB2'}
1616615544.20252,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A2OVET58SDVSB2'}
1616615545.352063,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615545.352656,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615575.32866,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615576.059852,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615576.482218,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615577.208885,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615577.94092,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615578.671651,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615578.879868,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615581.701249,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2OVET58SDVSB2'}
1616615582.744524,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615582.902328,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615583.68519,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2OVET58SDVSB2'}
1616615585.043092,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
1616615585.878369,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615586.238969,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A2OVET58SDVSB2'}
1616615586.716253,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2OVET58SDVSB2'}
1616615587.445084,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A2OVET58SDVSB2'}
1616615588.17564,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2OVET58SDVSB2'}
1616615588.446856,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A2OVET58SDVSB2'}
1616615589.222079,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2OVET58SDVSB2'}
1616615590.996498,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A2OVET58SDVSB2'}
1616615591.938155,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A2OVET58SDVSB2'}
1616615592.250244,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A2OVET58SDVSB2'}
1616615592.668203,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A2OVET58SDVSB2'}
1616615593.503316,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2OVET58SDVSB2'}
1616615593.920821,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2OVET58SDVSB2'}
1616615595.90695,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2OVET58SDVSB2'}
1616615595.907442,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615625.884428,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2OVET58SDVSB2'}
1616615637.686561,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2OVET58SDVSB2'}
1616615638.1031,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615638.521813,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2OVET58SDVSB2'}
1616615639.367767,A2OVET58SDVSB2,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2OVET58SDVSB2'}
