
1630098219.596681,3462,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '3462'}
1630098255.738828,3462,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '3462'}
1630098261.795296,3462,{'stage': 'tutorial', 'action': 'DID NOT consent to study', 'worker-id': '3462'}
1630102981.562858,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.68,0.6228571428571429]', 'worker-id': '3462', 'stage': 3}
1630102981.889354,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:323.861976932058,243.96720827847184,476.39347712240425,177.03994870874268,0,0,0,0', 'worker-id': '3462'}
1630102982.585771,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:323.861976932058,243.96720827847184,476.39347712240425,177.03994870874268,0,0,0,0', 'worker-id': '3462'}
1630102983.208122,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:323.861976932058,243.96720827847184,476.39347712240425,177.03994870874268,0,0,0,0', 'worker-id': '3462'}
1630102983.588917,3462,{'stage': 3, 'action': 'robot UGV3 is idle', 'worker-id': '3462'}
1630102983.590952,3462,{'stage': 3, 'action': 'robot UGV4 is idle', 'worker-id': '3462'}
1630102983.810334,3462,{'stage': 3, 'action': 'robot UGV4 is no longer idle', 'worker-id': '3462'}
1630102983.817187,3462,{'stage': 3, 'action': 'robot UGV4 is idle', 'worker-id': '3462'}
1630102984.027192,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:364.06684765160867,243.96720828023044,476.39544672797115,177.11199871626587,0,0,0,0', 'worker-id': '3462'}
1630103004.365412,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:403.928056641031,243.96720828121525,476.39576729257146,177.1121735561721,0,0,0,0', 'worker-id': '3462'}
1630103005.083127,3462,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '3462', 'stage': 3}
1630103005.230897,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.5314285714285715,0.9785714285714285]', 'worker-id': '3462', 'stage': 3}
1630103005.662575,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:403.928056641031,243.96720828121525,476.39576729257146,177.1121735561721,0,0,0,0', 'worker-id': '3462'}
1630103005.742388,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103006.079489,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.36714285714285716,0.7428571428571429]', 'worker-id': '3462', 'stage': 3}
1630103006.30782,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:403.928056641031,243.96720828121525,476.39576729257146,177.1121735561721,0,0,0,0', 'worker-id': '3462'}
1630103006.728717,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.20857142857142857,0.8557142857142858]', 'worker-id': '3462', 'stage': 3}
1630103007.093345,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.06714285714285714,0.32857142857142857]', 'worker-id': '3462', 'stage': 3}
1630103007.158425,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:403.928056641031,243.96720828121525,476.39576729257146,177.1121735561721,0,0,0,0', 'worker-id': '3462'}
1630103007.294357,3462,{'stage': 3, 'action': 'robot UGV2 is idle', 'worker-id': '3462'}
1630103007.298968,3462,{'stage': 3, 'action': 'robot UGV3 is idle', 'worker-id': '3462'}
1630103007.456135,3462,{'stage': 3, 'action': 'robot UGV3 is no longer idle', 'worker-id': '3462'}
1630103007.625304,3462,{'stage': 3, 'action': 'robot UGV2 is no longer idle', 'worker-id': '3462'}
1630103028.355931,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.91779494340767,258.2379053672654,509.8811366423561,177.11218143453283,0,0,0,0', 'worker-id': '3462'}
1630103029.602651,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.91779494340767,258.2379053672654,509.8811366423561,177.11218143453283,0,0,0,0', 'worker-id': '3462'}
1630103030.199135,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.91779494340767,258.2379053672654,509.8811366423561,177.11218143453283,0,0,0,0', 'worker-id': '3462'}
1630103030.895388,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.91779494340767,258.2379053672654,509.8811366423561,177.11218143453283,0,0,0,0', 'worker-id': '3462'}
1630103031.780857,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.91779494340767,258.2379053672654,509.8811366423561,177.11218143453283,0,0,0,0', 'worker-id': '3462'}
1630103032.886059,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103032.887147,3462,{'stage': 3, 'action': 'robot UGV3 is idle', 'worker-id': '3462'}
1630103032.894517,3462,{'stage': 3, 'action': 'cache returned', 'cacheId': 16, 'worker-id': '3462'}
1630103035.989609,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.9182719915978,320.03056619477024,509.881141518767,177.1121814882585,0,0,0,0', 'worker-id': '3462'}
1630103039.00963,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 3}
1630103039.987031,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5885714285714285,0.9757142857142858]', 'worker-id': '3462', 'stage': 3}
1630103040.233211,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103041.262204,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5885714285714285,0.9757142857142858]', 'worker-id': '3462', 'stage': 3}
1630103041.566006,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5885714285714285,0.9757142857142858]', 'worker-id': '3462', 'stage': 3}
1630103041.719746,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103041.922054,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.91829438041924,365.62513923894016,509.8811417265749,177.1121815032397,0,0,0,0', 'worker-id': '3462'}
1630103046.434706,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.9498197646733,397.1003534608793,509.8811417498696,177.11218151667111,0,0,0,0', 'worker-id': '3462'}
1630103048.080852,3462,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103050.014554,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.9,0.37714285714285717]', 'worker-id': '3462', 'stage': 3}
1630103050.100545,3462,{'stage': 3, 'action': 'robot UGV4 is idle', 'worker-id': '3462'}
1630103050.493317,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8971428571428571,0.38142857142857145]', 'worker-id': '3462', 'stage': 3}
1630103050.831188,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8971428571428571,0.38142857142857145]', 'worker-id': '3462', 'stage': 3}
1630103051.017901,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.97621758200654,423.95320944341734,509.88114175147797,177.11218153010253,0,0,0,0', 'worker-id': '3462'}
1630103051.723276,3462,{'stage': 3, 'action': 'robot UGV4 is idle', 'worker-id': '3462'}
1630103053.842654,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5642857142857143,0.3314285714285714]', 'worker-id': '3462', 'stage': 3}
1630103053.85477,3462,{'stage': 3, 'action': 'robot UGV4 is idle', 'worker-id': '3462'}
1630103054.04451,3462,{'stage': 3, 'action': 'robot UGV4 is no longer idle', 'worker-id': '3462'}
1630103056.140509,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.97763916828853,463.53826882746125,509.8811417516546,178.7407646389102,0,0,0,0', 'worker-id': '3462'}
1630103057.078984,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5642857142857143,0.3314285714285714]', 'worker-id': '3462', 'stage': 3}
1630103060.840324,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.9776507013386,494.26043538615573,509.8811417516711,205.3604359417537,0,0,0,0', 'worker-id': '3462'}
1630103067.133994,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.97765139344386,527.7209468177459,509.8811417516751,231.92139313141595,0,0,0,0', 'worker-id': '3462'}
1630103067.891619,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 3}
1630103069.237023,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.61,0.99]', 'worker-id': '3462', 'stage': 3}
1630103069.473735,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103069.996602,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6157142857142858,0.9742857142857143]', 'worker-id': '3462', 'stage': 3}
1630103070.907576,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103070.914372,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6157142857142858,0.9742857142857143]', 'worker-id': '3462', 'stage': 3}
1630103071.133611,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103071.616282,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6157142857142858,0.9742857142857143]', 'worker-id': '3462', 'stage': 3}
1630103071.844224,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103072.090881,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6157142857142858,0.9742857142857143]', 'worker-id': '3462', 'stage': 3}
1630103072.855279,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103073.553636,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6157142857142858,0.9742857142857143]', 'worker-id': '3462', 'stage': 3}
1630103074.251261,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103074.858846,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:483.97765149444365,545.6745274630665,509.8811417516777,282.57243407285324,0,0,0,0', 'worker-id': '3462'}
1630103074.86639,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6071428571428571,0.9742857142857143]', 'worker-id': '3462', 'stage': 3}
1630103074.994557,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103075.598381,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6042857142857143,0.9928571428571429]', 'worker-id': '3462', 'stage': 3}
1630103076.001655,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103076.400655,3462,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '3462'}
1630103078.960601,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:503.50732324133463,564.2746372596939,509.8811417516791,302.3386899393422,0,0,0,0', 'worker-id': '3462'}
1630103086.931135,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:541.3185612607182,605.0557813212586,509.88114175168226,340.63580877143477,0,0,0,0', 'worker-id': '3462'}
1630103091.563108,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:569.0858511468484,629.7716109623061,509.8811417516842,370.2851895021806,0,0,0,0', 'worker-id': '3462'}
1630103096.661824,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:605.1242375449202,665.6095624797183,509.8811417516866,409.2820261950985,0,0,0,0', 'worker-id': '3462'}
1630103097.612115,3462,{'stage': 3, 'action': 'cache returned', 'cacheId': 14, 'worker-id': '3462'}
1630103099.791762,3462,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 3}
1630103100.626974,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103101.175964,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103101.585912,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4503080627342,702.0654087383916,509.88114175168954,410.08340596052085,0,0,0,0', 'worker-id': '3462'}
1630103101.740063,3462,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '3462'}
1630103102.433139,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103103.624046,3462,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '3462'}
1630103103.647838,3462,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '3462'}
1630103103.648453,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.18857142857142858,0.30142857142857143]', 'worker-id': '3462', 'stage': 3}
1630103104.82227,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.18857142857142858,0.30142857142857143]', 'worker-id': '3462', 'stage': 3}
1630103106.580882,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4895363980371,735.4317754281097,509.88114175169227,410.13321061995504,0,0,0,0', 'worker-id': '3462'}
1630103111.31056,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.18857142857142858,0.30142857142857143]', 'worker-id': '3462', 'stage': 3}
1630103111.820502,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.18857142857142858,0.30142857142857143]', 'worker-id': '3462', 'stage': 3}
1630103115.386879,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896119685592,762.7486004828954,509.88114175169534,410.1860032672607,0,0,0,0', 'worker-id': '3462'}
1630103120.770519,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896141234507,762.8773299091339,509.88114175169784,410.24380520751765,0,0,0,0', 'worker-id': '3462'}
1630103127.277012,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143213106,762.9605627393506,509.88114175169943,410.30590017687047,0,0,0,0', 'worker-id': '3462'}
1630103132.376206,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143523024,763.0572359339731,509.8811417517015,410.3936916767416,0,0,0,0', 'worker-id': '3462'}
1630103135.995221,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103137.675669,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103138.485845,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143536416,763.1200998594253,509.8811417517041,410.46018106687563,0,0,0,0', 'worker-id': '3462'}
1630103138.49176,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103138.884781,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103140.469817,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103141.143217,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103141.555874,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103141.729208,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103141.91055,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103142.158094,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103142.344559,3462,{'stage': 3, 'action': 'robot UGV2 is no longer idle', 'worker-id': '3462'}
1630103142.347936,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103142.495642,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103143.124898,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103143.312988,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103143.548209,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103143.621947,3462,{'stage': 3, 'action': 'robot UGV2 is no longer idle', 'worker-id': '3462'}
1630103143.695036,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103143.863374,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103144.01677,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103144.73143,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103144.936525,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103145.142053,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.489614353798,763.1838250573875,509.88114175170614,410.5338919272962,0,0,0,0', 'worker-id': '3462'}
1630103145.14464,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103145.838579,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103146.016962,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103146.200851,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103146.58385,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103148.181433,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103148.322232,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103148.451857,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103148.774242,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103149.573898,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.489614353811,763.2381434867997,509.88114175170875,410.5986470637023,0,0,0,0', 'worker-id': '3462'}
1630103151.661826,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103152.021247,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103152.02754,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103152.221947,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103153.01881,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103153.800755,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103153.964002,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103154.239094,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103154.874863,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103156.08647,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103156.09184,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143538147,763.2990049559569,509.8811417517109,410.67390817141074,0,0,0,0', 'worker-id': '3462'}
1630103156.69678,3462,{'action': 'deselect-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 3}
1630103157.406075,3462,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103157.915107,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103158.309829,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103158.43453,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103158.661325,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103159.082553,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103159.437181,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103159.440288,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103159.95902,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.489614353818,763.356699046487,509.88114175171296,410.7483975258503,0,0,0,0', 'worker-id': '3462'}
1630103160.047852,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103160.916092,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103162.092468,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103162.420075,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103162.83859,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103162.975281,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103163.219264,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103163.345,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103164.561803,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103164.833145,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103164.853934,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103165.063847,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143538207,763.41962697806,509.8811417517157,410.83402982768877,0,0,0,0', 'worker-id': '3462'}
1630103165.064675,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103165.252971,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103165.432472,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103165.690146,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103165.887575,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103165.992697,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103166.23856,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103166.394195,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103166.631612,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103167.005717,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103167.211635,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103167.297754,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103167.470137,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103167.583396,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103167.828632,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103167.919502,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103168.013476,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103168.267232,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103168.50352,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143538236,763.4861833760023,509.88114175171864,410.9251003432025,0,0,0,0', 'worker-id': '3462'}
1630103168.595075,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103168.788213,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103171.103992,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.87,0.4928571428571429]', 'worker-id': '3462', 'stage': 3}
1630103171.577718,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.87,0.4928571428571429]', 'worker-id': '3462', 'stage': 3}
1630103172.255162,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103172.663667,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8685714285714285,0.49]', 'worker-id': '3462', 'stage': 3}
1630103172.746213,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143538265,763.5555012129053,509.8811417517215,411.0127432487951,0,0,0,0', 'worker-id': '3462'}
1630103172.888948,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8685714285714285,0.49142857142857144]', 'worker-id': '3462', 'stage': 3}
1630103172.955262,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8685714285714285,0.49142857142857144]', 'worker-id': '3462', 'stage': 3}
1630103173.157921,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8685714285714285,0.49142857142857144]', 'worker-id': '3462', 'stage': 3}
1630103173.487841,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8685714285714285,0.49142857142857144]', 'worker-id': '3462', 'stage': 3}
1630103174.276133,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8571428571428571,0.4857142857142857]', 'worker-id': '3462', 'stage': 3}
1630103174.805897,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.8571428571428571,0.4857142857142857]', 'worker-id': '3462', 'stage': 3}
1630103176.054277,3462,{'stage': 3, 'action': 'robot UGV2 is idle', 'worker-id': '3462'}
1630103177.044211,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103177.287873,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103177.554969,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103177.867958,3462,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:631.4896143538294,763.672378219924,509.88114175172444,411.10355514559535,0,0,0,0', 'worker-id': '3462'}
1630103177.872439,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103178.17636,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103178.732379,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103178.809379,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
1630103178.901499,3462,{'stage': 3, 'action': 'robot UGV4 is no longer idle', 'worker-id': '3462'}
1630103179.33092,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 3}
